Date,Well,Ø_size,Pwh,Twh,ΔP_choke,Qo,Qg
2008-12-20,5599,63.34705604166667,65.28330333333334,79.20462916666666,31.709681458333332,5417.44,793711.5
2008-12-21,5599,63.37269520833333,65.76852583333333,78.28937375,32.180979791666665,5472.22,797067.75
2008-12-22,5599,63.35064645833334,65.78108416666667,80.29251458333333,32.177126875,5497.25,800167.39
2008-12-23,5599,63.08526,66.415401875,80.22477458333333,32.81362854166667,5513.05,801712.54
2008-12-24,5599,62.44119104166667,67.024348125,80.91662770833334,33.43420604166667,5508.26,800808.31
2008-12-25,5599,62.038647708333336,68.08325083333334,80.19274291666666,34.519433541666665,5491.41,799405.17
2008-12-26,5599,61.75540291666667,68.63695833333334,80.275450625,35.069315208333336,5497.48,799580.3
2008-12-27,5599,60.50301666666667,68.64853,80.9310714893617,35.03282255319149,5571.07,813070.51
2008-12-28,5599,61.28419291666667,69.54656791666666,80.22291270833334,35.94965833333333,5495.65,801585.71
2008-12-29,5599,61.204895625,70.02636479166667,79.659443125,36.422617708333334,5507.18,802974.49
2008-12-30,5599,61.216057291666665,70.37988854166667,80.2146525,36.74146875,5527.55,806227.12
2008-12-31,5599,61.21765895833333,70.43783416666666,80.990785625,36.762255208333336,5547.46,809027.45
2009-01-01,5599,60.62754979166667,71.01773895833334,81.060770625,37.351224583333334,5556.56,808293.14
2009-01-02,5599,60.21566958333333,71.7093025,80.946948125,38.047376666666665,5555.73,806595.59
2009-01-03,5599,60.298224166666664,71.76941833333333,80.970036875,38.07566479166667,5727.05,835981.33
2009-01-04,5599,60.69575354166667,71.30249625,80.89688729166667,37.602954375,5589.89,809542.5
2009-01-05,5599,61.31431229166667,71.04531083333333,80.73071645833333,37.3086875,5629.04,815241.45
2009-01-07,5599,61.22542,72.04471875,80.32544229166666,38.2440725,5621.9,834503.06
2009-01-08,5599,65.33766666666666,68.488635625,80.22483416666667,34.51177333333333,5901.84,851131.52
2009-01-09,5599,62.676642083333334,71.64508625,79.65883270833334,37.667138125,5644.01,810726.77
2009-01-10,5599,64.08093416666667,70.18436520833333,77.889568125,36.254368541666665,5869.78,844192.56
2009-01-11,5599,60.46816729166667,73.29971979166666,77.52852729166666,39.549746666666664,5716.64,822490.28
2009-03-31,5599,56.99216354166666,74.28028333333333,77.54336125,41.30588875,4922.0,716135.31
2009-04-01,5599,60.94873604166666,69.99724958333333,81.06803958333333,36.90493791666667,5287.84,747833.27
2009-04-02,5599,60.98590854166667,69.836185625,80.52972645833333,36.756445625,5144.72,719978.39
2009-04-06,5599,65.204759375,65.43966020833334,80.06147708333333,32.23023333333333,5544.62,807878.22
2009-04-07,5599,68.01264604166667,62.90838604166667,79.32232208333333,29.617148125,5677.96,824316.37
2009-04-08,5599,62.476730625,66.24064645833333,79.35734333333333,33.238368125,5143.67,712608.59
2009-04-09,5599,61.475748125,66.56577708333333,80.112521875,33.624725416666664,5237.66,728732.91
2009-04-10,5599,68.52675333333333,61.21871229166667,79.51405520833333,28.020694791666667,5605.38,795763.72
2009-04-11,5599,70.54195958333334,59.619132916666665,80.177539375,26.395693333333334,5595.21,796029.24
2009-04-12,5599,69.86611833333333,59.20537604166667,80.63156125,26.059551666666668,5377.85,745573.29
2009-04-13,5599,65.974688125,60.80489166666667,80.67973208333333,27.813012291666666,4985.07,684272.8
2009-04-14,5599,66.215534375,60.3916575,80.407845,27.424029791666666,4997.55,682920.04
2009-04-15,5599,69.277765625,58.52932979166667,80.42946291666667,25.099781041666667,5316.56,782449.82
2009-04-16,5599,65.1395575,60.28280291666667,80.29689166666667,27.27959,5112.74,703143.19
2009-04-17,5599,63.184329375,60.91996145833333,80.401015625,28.165981666666667,4838.54,655222.86
2009-04-18,5599,68.56317916666667,57.57512,80.57225270833334,24.646234166666666,5271.47,727181.94
2009-04-19,5599,80.990909375,52.527973125,80.32271854166666,19.345393541666667,5613.54,782955.38
2009-04-20,5599,67.529216875,57.5200175,80.292901875,24.718170208333333,4906.23,663644.34
2009-04-21,5599,65.610351875,58.4307225,78.87940395833333,25.714009375,4845.36,653196.02
2009-04-25,5599,66.649761875,56.618163958333334,78.83570875,23.93938875,4813.6,649841.02
2009-04-26,5599,68.00775854166666,55.71256270833333,78.94837458333333,22.995005208333332,4855.76,652520.57
2009-04-27,5599,69.101766875,54.91843395833333,78.94960916666666,22.185926458333334,4871.19,656676.51
2009-04-28,5599,67.67507125,54.65208021276596,79.74256382978723,21.92166574468085,4882.81,658770.26
2009-04-29,5599,69.12411083333333,54.625153125,79.38156770833334,21.91594375,4842.11,654544.21
2009-04-30,5599,67.71542708333334,54.662678723404255,79.32394489361702,21.97570659574468,4860.46,658250.04
2009-05-01,5599,69.16733958333333,54.802090416666665,78.78897625,22.11594125,4860.67,655718.05
2009-05-02,5599,68.26885833333333,55.06284770833334,78.82510416666666,22.372827083333334,4814.28,651353.2
2009-05-03,5599,68.19273604166666,55.043495625,79.59609270833333,22.3527575,4812.61,651463.54
2009-05-08,5599,65.69139291666667,57.523208958333335,76.87777541666667,24.842504791666666,4815.42,648869.14
2009-05-09,5599,67.30705291666666,56.58421666666667,77.67205875,23.84374,4805.75,659613.79
2009-05-10,5599,67.7230025,56.06129416666667,80.1686,23.2998425,4892.7,663299.95
2009-05-11,5599,64.74121395833333,57.91929916666667,80.266923125,25.243931041666666,4810.91,652508.75
2009-05-18,5599,62.894834583333335,60.90325875,79.69834,28.218465,5227.04,722111.07
2009-05-19,5599,62.90770125,61.17713104166667,79.73181020833333,28.484218125,5013.35,693436.04
2009-05-20,5599,62.728367291666665,61.42835645833333,80.2598825,28.729826666666668,5010.5,692348.1
2009-05-21,5599,62.64840958333333,61.595955833333335,80.62596145833334,28.861498541666666,5030.59,693069.75
2009-05-22,5599,62.39298291666667,61.66978666666667,81.26243895833333,28.916117916666668,5037.15,691705.39
2009-05-25,5599,59.55903708333334,64.88614958333334,80.17953416666667,32.231415625,4851.33,666995.5
2009-05-26,5599,60.240018125,64.44309979166667,80.93446791666666,31.710375208333332,4911.6,674398.65
2009-05-27,5599,60.35382104166667,64.65383541666667,79.72612979166666,31.894932708333332,4925.85,676599.55
2009-05-28,5599,60.598923541666665,64.56780541666667,81.26430479166666,31.807914375,4940.31,679290.39
2009-05-29,5599,63.945335416666666,62.769296041666664,81.19730541666667,29.830570833333333,5096.84,728393.23
2009-05-30,5599,67.88406208333333,59.9308725,81.4552,26.895846458333335,5406.74,745582.69
2009-05-31,5599,67.89739354166667,59.716087083333335,81.82261729166666,26.676641041666667,5389.94,744217.56
2009-06-01,5599,69.23056604166666,58.60632708333333,82.07610291666667,25.505558958333335,5469.32,755886.22
2009-06-02,5599,69.95210354166667,58.166763333333336,81.73785166666667,25.052992708333335,5497.96,758527.94
2009-06-03,5599,70.393825,57.8240275,81.31047791666667,24.708835416666666,5888.69,804359.19
2009-06-04,5599,71.28654125,57.06360854166667,81.15681770833334,23.942931666666667,5509.13,750904.82
2009-06-05,5599,72.12178375,56.36515229166667,81.27827145833334,23.243688125,5521.14,754130.59
2009-06-07,5599,68.92041041666667,58.040382916666665,80.50164020833333,25.387987916666667,5264.7,703838.99
2009-06-08,5599,71.39343333333333,55.83389666666667,81.20246395833334,23.130608125,5422.42,727883.13
2009-06-09,5599,71.12014229166667,55.57275020833333,81.23264833333333,22.875445625,5357.49,726692.81
2009-06-10,5599,71.38610875,54.99789270833333,81.27026270833333,22.329578958333332,5346.85,721518.42
2009-06-12,5599,70.81818208333334,54.917915,80.63843104166666,22.324067083333333,4995.2,653040.15
2009-06-15,5599,73.616285625,53.47847791666667,80.90895916666666,20.6877325,4994.99,670506.08
2009-06-16,5599,85.3303,49.249158125,80.86954041666667,16.280907708333334,5262.8,696076.75
2009-06-17,5599,85.97280770833333,49.27679875,79.4190175,16.351286875,5081.09,663614.25
2009-06-18,5599,86.01115166666666,48.874759583333336,79.43473666666667,15.948749791666666,5037.77,670507.54
2009-06-19,5599,85.99326104166667,48.59235354166667,80.26493375,15.690342708333333,5054.35,676838.86
2009-06-20,5599,85.99700020833333,48.35691625,80.80390520833333,15.468482916666666,5122.69,684149.32
2009-08-20,5599,71.98769604166667,57.337790625,80.76704,24.279468541666667,4800.54,668449.46
2009-08-24,5599,72.36479541666667,57.44198958333333,79.8872575,24.347379166666666,4817.27,670317.97
2009-08-25,5599,74.91144958333334,56.30839041666667,80.65327208333333,23.126224583333332,4950.96,688051.45
2009-09-07,5599,55.2837871875,69.3557218728056,79.65068493610694,36.81763748565691,5053.84,707675.35
2009-09-25,5599,63.732677708333334,66.634428125,81.00571958333333,33.124474791666664,5057.91,708322.49
2009-10-02,5599,61.728100833333336,68.16913729166667,81.97770333333334,34.747470625,4883.02,687689.42
2009-10-03,5599,62.45079770833333,67.75442916666667,79.96309270833333,34.28730708333333,5037.57,703024.66
2009-10-04,5599,62.732932291666664,67.22209041666666,81.87034270833334,33.75005291666667,5032.99,706391.97
2009-10-05,5599,62.99446125,66.95829770833333,82.86739166666666,33.48850770833333,5072.51,709305.74
2009-10-30,5599,65.988035625,66.11388541666666,82.21103770833334,33.036638125,4957.61,692870.78
2009-10-31,5599,64.18690958333333,67.412699375,81.9727425,34.41029416666667,4840.81,676986.37
2009-11-01,5599,64.25908145833333,67.046460625,81.44927270833334,34.00970354166667,4852.06,678487.14
2009-11-02,5599,63.91029708333333,67.38690375,80.83284375,34.335649375,4829.38,675577.42
2009-11-03,5599,63.82282229166667,67.27577125,81.12952270833334,34.23371458333333,4817.07,675254.23
2009-11-18,5599,67.05461625,63.9451475,82.47915729166667,30.453235625,4874.86,687647.42
2009-11-19,5599,66.70749895833333,64.522703125,81.18313,31.081491875,4842.29,684780.8
2009-11-21,5599,66.73044458333334,64.41604208333334,82.1908375,30.974443541666666,4846.82,685492.59
2009-11-22,5599,67.05327208333334,64.21703041666666,81.626753125,30.755401666666668,4840.84,683920.98
2009-11-25,5599,67.11438416666667,64.56596041666667,80.3644225,30.791880833333334,4837.35,680810.87
2009-11-26,5599,67.097046875,64.53091729166667,79.86174833333334,30.582317708333335,4880.73,692847.97
2009-11-27,5599,66.04834791666667,63.9598929787234,82.6084274468085,29.993435531914894,4864.71,690194.23
2009-11-28,5599,67.842850625,63.386082083333335,83.74184458333333,29.424292083333334,4855.39,688773.85
2009-11-29,5599,70.09954145833333,61.922971458333336,83.41747166666667,28.204099375,5013.4,726586.54
2009-11-30,5599,69.29444583333333,61.39988319148936,83.45238382978724,27.693188936170213,5062.11,714849.89
2009-12-01,5599,70.52171458333333,61.68962833333333,82.95557416666666,27.990113333333333,5031.44,711208.6
2009-12-02,5599,70.523501875,61.835157708333334,81.3215225,28.125294375,5047.98,714500.66
2009-12-03,5599,70.71423416666667,61.70754,80.51303020833333,27.978534375,5043.73,713782.36
2009-12-04,5599,72.76745229166667,60.58095479166667,81.61976520833333,26.796397916666667,5485.34,774012.05
2009-12-05,5599,69.4589575,63.513939375,81.584881875,29.829753125,5189.7,732244.75
2009-12-06,5599,69.43213208333333,62.7845625,81.32204395833334,29.112662083333333,5303.4,744579.97
2009-12-07,5599,72.92619166666667,60.47303125,81.83885104166667,26.67040520833333,5467.62,767621.17
2009-12-08,5599,73.07949354166666,60.14534270833333,82.8646725,26.346979583333333,5604.33,785560.55
2009-12-09,5599,72.90647270833334,60.32544729166667,82.3332275,26.53939375,5601.13,781600.76
2009-12-10,5599,71.95349416666667,60.43513604166667,83.84590791666666,26.6644975,5549.21,773988.58
2009-12-11,5599,70.91464333333333,60.767731875,84.20878958333333,27.03206375,5480.45,767199.36
2009-12-12,5599,70.74211,60.78865666666667,84.15879458333333,27.06226854166667,5465.07,763675.41
2009-12-13,5599,68.15051851063829,62.04963962077391,83.01314647071304,28.394625266021738,5049.73,706496.77
2009-12-14,5599,69.889563125,61.168686875,83.94469208333334,27.453219375,5380.51,754743.06
2009-12-15,5599,70.57018770833334,61.15672125,83.834228125,27.441995416666668,5366.63,776432.23
2009-12-16,5599,69.94159520833334,61.021691458333336,83.40330645833333,27.307188125,5358.32,749752.39
2009-12-17,5599,68.83234652173913,61.36551336717074,81.45015302330047,27.975486582541244,5017.66,705591.74
2009-12-21,5599,76.154459375,57.651326875,81.74688791666667,24.0013225,5347.19,739004.92
2009-12-22,5599,77.30218770833334,56.95769666666666,81.52418333333334,23.292674583333334,5355.93,743748.51
2009-12-23,5599,73.5493725,58.310878333333335,82.56369291666667,24.732659583333334,5153.65,715681.17
2009-12-24,5599,72.07573,58.90686083333333,83.11477458333333,25.371640625,5063.78,703199.58
2009-12-25,5599,72.52884979166667,58.844458333333336,82.44247416666667,25.306937708333333,5164.96,723178.83
2009-12-26,5599,72.72959375,58.5788425,83.79003375,25.01610375,5148.7,719081.4
2009-12-27,5599,72.93773770833333,58.44806645833334,83.721456875,24.881188333333334,5098.58,711628.09
2009-12-28,5599,73.33444875,58.21266333333333,83.51567958333334,24.64172875,5298.31,738483.97
2009-12-29,5599,73.6172325,58.13194145833333,83.22459958333333,24.562876875,5281.46,739635.47
2009-12-30,5599,73.734791875,58.115375625,82.76590916666666,24.547793541666667,5280.42,738860.57
2009-12-31,5599,73.42339791666667,58.108219375,83.4634125,24.529995208333332,5243.21,763335.14
2010-01-01,5599,73.83464770833334,58.02858,82.37292125,24.471825208333332,5261.93,736984.71
2010-01-02,5599,74.12604666666667,57.878998125,81.99323125,24.326935416666668,5256.37,735525.78
2010-01-03,5599,74.230985,57.57563916666667,83.47090229166666,24.018529375,5227.61,732785.12
2010-01-04,5599,74.06502854166666,57.58130375,83.29423875,24.026450208333333,5199.02,730335.59
2010-01-05,5599,74.13604083333334,57.562015833333334,82.92004229166666,24.008132291666666,5206.38,731148.3
2010-01-06,5599,74.09392020833333,57.60449166666667,82.80426416666667,24.060415625,5200.27,729365.98
2010-01-07,5599,72.82486104166667,57.423535531914894,83.04240191489362,23.876860638297874,5189.62,728597.69
2010-01-08,5599,72.94006979166667,57.30747127659574,82.99875659574468,23.77850255319149,5185.95,727881.15
2010-01-09,5599,60.410226875,67.37299083911545,79.29285501217299,34.554519426618896,4034.53,592005.17
2010-01-10,5599,71.87258583333333,58.13493425531915,81.51433914893617,24.39716,5140.65,720907.51
2010-01-11,5599,74.67883166666667,57.143852708333334,82.282203125,23.369636458333332,5157.86,722935.24
2010-01-12,5599,75.14006083333334,57.096601666666665,80.89970729166667,23.32697458333333,5161.22,722042.16
2010-01-13,5599,75.04702458333334,56.92387875,80.39683104166667,23.175788333333333,5136.39,718018.45
2010-01-14,5599,75.24942604166667,56.479090416666665,80.72723083333334,22.75013875,5092.0,712515.8
2010-01-15,5599,75.23973645833334,56.01523229166666,81.757934375,22.334273958333334,5033.93,704357.87
2010-01-16,5599,75.164553125,55.61057958333333,80.44165958333333,21.969791458333333,4979.19,694861.23
2010-01-17,5599,75.23367875,55.085505625,81.62978125,21.477225,4905.73,685492.94
2010-01-18,5599,75.1543175,54.74300645833333,82.762875,21.16753458333333,4689.19,654091.11
2010-01-19,5599,75.17541875,54.52820895833333,83.12763625,20.974510833333333,4647.39,648792.3
2010-01-20,5599,75.19635333333333,54.35313729166667,81.18815625,20.889554375,4628.38,645710.52
2010-01-21,5599,75.25084708333333,54.106982708333334,81.62041645833334,20.680432291666666,4586.62,643438.14
2010-01-22,5599,75.249384375,53.995121875,81.37144479166666,20.577990625,4563.26,641682.81
2010-01-23,5599,74.026009375,54.8289225,81.24529229166667,20.88822,4010.69,585272.22
2010-01-24,5599,75.26627333333333,54.2399475,81.81347645833333,20.826825,4441.06,637970.89
2010-01-25,5599,75.26082229166667,54.56846625,83.54235416666667,21.249116458333333,4596.67,642488.68
2010-01-26,5599,64.59805645833333,61.32839745262678,81.02528500322072,28.382423183647596,3953.58,567279.45
2010-01-27,5599,72.12866708333334,56.364980208333336,83.17416104166666,23.14648791666667,4419.93,620159.9
2010-01-28,5599,81.16175354166667,52.679706875,83.98514458333334,19.363267708333332,4625.59,648793.03
2010-01-29,5599,83.68664104166666,51.767424375,84.54139791666667,18.414105416666665,4705.52,660019.14
2010-01-30,5599,85.11596416666667,51.33684520833334,84.22253395833333,17.960305625,4720.13,662547.04
2010-01-31,5599,85.23858020833333,51.24616354166667,84.59552916666667,17.88235729166667,4702.17,660598.1
2010-02-01,5599,84.21978395833334,51.39463895833333,84.83322104166666,18.063903541666665,4673.25,655437.09
2010-02-02,5599,81.74401104166667,52.6317075,84.67127208333333,19.32666083333333,4544.83,639511.89
2010-02-03,5599,77.16577666666667,53.84901395833333,85.18499291666667,20.525317291666667,4285.02,625088.66
2010-02-04,5599,72.821274375,57.06387125,83.76842104166667,23.972992291666667,4111.36,583842.94
2010-02-05,5599,74.07477375,55.20851625,83.05772375,22.063314375,4257.01,597777.67
2010-02-06,5599,74.03821979166666,55.086855416666666,83.55986916666667,21.943501458333333,4234.42,595403.85
2010-02-07,5599,73.20917729166666,56.0548725,85.39934583333333,22.937200625,4140.35,587079.15
2010-02-08,5599,76.25191,53.983513125,85.52238,20.752266875,4326.64,608912.3
2010-02-09,5599,76.215275625,53.873388125,85.6277475,20.647587083333335,4300.52,604874.51
2010-02-10,5599,75.99396520833334,54.02887375,85.25594104166667,20.820438958333334,4248.97,598834.31
2010-02-11,5599,74.47338708333334,54.51407604166667,85.78682,21.32291625,4106.17,576166.16
2010-02-12,5599,69.93827416666667,57.84974125,85.764864375,24.925211041666667,3815.94,533211.35
2010-02-13,5599,66.403571875,59.46067375,85.83702,26.588929583333332,3737.49,513995.49
2010-02-16,5599,70.73495541666666,57.33497479166667,82.35810770833334,24.207939583333335,4108.39,576669.56
2010-02-17,5599,70.76732520833333,56.895827708333336,82.03394854166666,23.810350833333334,4040.4,567407.26
2010-02-18,5599,63.03270333333333,63.26272590697075,79.49376094585392,30.2352278679973,3211.46,450951.41
2010-02-19,5599,71.58594270833333,56.4593375,84.46136958333334,23.306600833333334,4027.02,565795.15
2010-02-20,5599,70.83720229166667,55.9195529787234,85.57773936170213,22.756537872340427,3945.82,554370.95
2010-02-21,5599,72.8368475,55.46832375,85.67987416666666,22.28788125,4037.43,566968.14
2010-02-22,5599,72.938071875,55.21839,85.77956,22.040014166666666,3994.39,562626.38
2010-02-23,5599,65.90550909090909,59.60340286293548,84.92498032568388,26.72901022412258,3461.1,496990.84
2010-02-24,5599,72.296253125,55.58192041666667,85.3463125,22.718035625,3991.13,568507.65
2010-03-03,5599,54.65944765957447,69.36080063829787,77.73736723404255,36.807185957446805,3466.01,478305.51
2010-03-04,5599,62.790441875,62.183336041666664,85.04284416666667,29.29483625,4144.87,573524.63
2010-03-05,5599,60.89497083333333,62.928857916666665,84.55720604166666,29.756083125,4025.56,556182.88
2010-03-06,5599,59.834474761904765,63.129439975990394,84.07514184873949,30.036456242497,3444.62,475403.85
2010-03-09,5599,67.703996875,57.88540020833333,85.06681979166666,24.285544166666668,4344.86,599227.03
2010-03-10,5599,67.802035625,56.87837604166667,85.26423625,23.320208958333332,4258.59,587889.32
2010-03-11,5599,61.12471625,60.765584939171816,83.8360338992997,27.45838407426312,3500.93,485685.38
2010-03-13,5599,64.27129395833333,56.247989574468086,85.24969148936171,22.85185170212766,3716.44,536774.93
2010-03-14,5599,70.19004645833333,53.963266041666664,84.95389979166667,20.460691875,3801.87,543770.7
2010-03-15,5599,73.66667270833334,52.305323125,85.67905916666666,18.750916041666667,3860.92,545239.21
2010-03-16,5599,70.74774333333333,53.30565541666667,85.55430833333334,19.804100416666667,3717.81,527216.28
2010-03-17,5599,76.12645270833333,51.725240416666665,84.58994916666667,18.156602291666665,3831.2,535713.37
2010-03-18,5599,79.85003083333334,50.502333541666665,83.758611875,16.88227125,3926.86,573530.5
2010-03-19,5599,79.99953145833334,50.13565375,82.94166916666667,16.560215416666665,3887.46,543342.62
2010-03-20,5599,80.07827041666667,49.463015,85.45611,15.914775833333334,3848.11,537024.4
2010-03-21,5599,80.64186291666667,48.94263791666667,86.04652354166667,15.441983333333333,3827.75,533775.74
2010-03-22,5599,80.91717854166667,48.83738,85.35943166666667,15.3907575,3454.15,482476.79
2010-03-23,5599,81.15678833333334,48.427752291666664,85.16631916666667,14.997118125,3413.36,483316.17
2010-03-24,5599,81.33351416666666,48.467313958333335,84.99946770833333,15.059750625,3405.79,481386.34
2010-03-25,5599,82.183293125,48.39368833333333,84.933415625,14.966418541666666,3426.37,484059.07
2010-03-26,5599,86.56600395833334,47.862444375,84.31733833333334,14.389424166666666,3524.65,497797.96
2010-03-27,5599,89.86449083333333,47.401928958333336,84.5269825,13.880588333333334,3587.86,507921.24
2010-03-28,5599,92.68756369565217,46.91045272727273,85.33222272727272,13.359956590909091,3510.63,495565.39
2010-03-29,5599,99.94708166666666,46.562372708333335,86.35655416666667,13.004877083333334,3739.71,528779.69
2010-03-30,5599,99.99982083333333,47.020195,83.84440166666667,13.476033125,3473.56,494748.72
2010-03-31,5599,97.91666666666667,46.91521340425532,84.59514170212766,13.366287872340425,3485.06,496155.65
2010-04-02,5599,89.77865125,48.305596666666666,84.76828104166667,14.951131666666667,3407.69,494941.47
2010-04-03,5599,81.00829916666666,52.82722479057021,83.50443516794043,19.452329583412766,3186.88,448582.5
2010-04-04,5599,93.851198125,47.55225958333333,86.0894925,13.986646875,3495.15,491688.7
2010-04-05,5599,84.92010583333334,48.45943468085106,85.8166844680851,14.938086170212767,3428.88,484318.02
2010-04-06,5599,80.199669375,49.45814583333333,85.26202645833334,15.975783541666667,3342.4,473561.06
2010-04-07,5599,79.23774541666667,49.3650675,86.55952270833333,15.867466041666667,3330.01,472635.76
2010-04-08,5599,79.25137458333333,49.27914895833333,87.04560375,15.773301875,3198.19,455297.51
2010-04-09,5599,78.54737645833333,49.347258333333336,87.439949375,15.855203958333334,3170.37,445620.47
2010-04-10,5599,78.11397041666666,49.31530083333333,87.38510625,15.855765,3148.09,439985.54
2010-04-11,5599,78.24117145833333,49.20580520833333,87.13673979166667,15.7810825,3124.35,436803.04
2010-04-12,5599,78.33394229166667,48.937620833333334,87.142473125,15.520025208333333,3107.58,435013.56
2010-04-13,5599,78.93999208333334,48.487033958333335,87.133998125,15.073475625,3100.02,435421.87
2010-04-14,5599,79.73459270833334,48.066406666666666,87.15173541666667,14.6671575,3215.36,447504.82
2010-04-15,5599,80.91440770833333,47.589436875,87.15309,14.20341,3220.01,449867.21
2010-04-16,5599,84.00855583333333,46.964850625,86.8088275,13.589061875,3258.75,455114.7
2010-04-17,5599,71.78364645833334,51.160479388638485,84.5945043064149,18.05299613897802,2865.27,400336.61
2010-04-18,5599,78.62221208333334,47.44936625,86.511671875,14.119210208333334,3150.88,438645.57
2010-04-19,5599,81.944529375,46.79057104166667,86.05734458333333,13.469129791666667,3190.98,453679.07
2010-04-20,5599,97.48131145833334,45.46237125,85.64008479166667,12.118871875,3403.93,473051.86
2010-04-21,5599,99.89162479166667,44.87567791666667,86.307999375,11.558531041666667,2968.51,412427.71
2010-04-22,5599,99.928310625,44.70789270833333,85.97632354166667,11.420588958333333,2949.86,411157.09
2010-04-23,5599,99.96236645833334,44.401403333333334,86.33489416666667,11.136473333333333,2903.27,415791.81
2010-04-24,5599,70.81062479166667,53.350403125,85.00724979166667,20.405201875,2516.03,359254.39
